pathway_id,from_stop_id,to_stop_id,traversal_time,wheelchair_traversal_time
pathways_1550,entrance_949,R23,52,
pathways_1551,R23,entrance_949,52,
pathways_1552,entrance_950,639,36,
pathways_1553,639,entrance_950,36,
pathways_1554,entrance_950,M20,43,
pathways_1555,M20,entrance_950,43,
pathways_1556,entrance_950,Q01,34,
pathways_1557,Q01,entrance_950,34,
pathways_1558,entrance_950,R23,53,
pathways_1559,R23,entrance_950,53,
pathways_1560,entrance_951,D22,33,
pathways_1561,D22,entrance_951,33,
pathways_1562,entrance_952,D22,32,
pathways_1563,D22,entrance_952,32,
pathways_1564,entrance_953,F15,38,
pathways_1565,F15,entrance_953,38,
pathways_1566,entrance_953,M18,40,
pathways_1567,M18,entrance_953,40,
pathways_1568,entrance_954,D22,31,
pathways_1569,D22,entrance_954,31,
pathways_1570,entrance_955,F15,36,
pathways_1571,F15,entrance_955,36,
pathways_1572,entrance_955,M18,43,
pathways_1573,M18,entrance_955,43,
pathways_1574,entrance_956,F15,41,
pathways_1575,F15,entrance_956,41,
pathways_1576,entrance_956,M18,33,
pathways_1577,M18,entrance_956,33,
pathways_1578,entrance_957,F15,35,
pathways_1579,F15,entrance_957,35,
pathways_1580,entrance_957,M18,35,
pathways_1581,M18,entrance_957,35,
pathways_1582,entrance_958,F15,34,
pathways_1583,F15,entrance_958,34,
pathways_1584,entrance_958,M18,44,
pathways_1585,M18,entrance_958,44,
pathways_1586,entrance_959,F15,35,
pathways_1587,F15,entrance_959,35,
pathways_1588,entrance_959,M18,42,
pathways_1589,M18,entrance_959,42,
pathways_1590,entrance_960,M19,36,
pathways_1591,M19,entrance_960,36,
pathways_1592,entrance_961,M19,35,
pathways_1593,M19,entrance_961,35,
pathways_1594,entrance_964,F14,52,
pathways_1595,F14,entrance_964,52,
pathways_1596,entrance_965,F14,50,
pathways_1597,F14,entrance_965,50,
pathways_1598,entrance_966,637,33,
pathways_1599,637,entrance_966,33,
pathways_1600,entrance_967,637,34,
pathways_1601,637,entrance_967,34,
pathways_1602,entrance_968,637,34,
pathways_1603,637,entrance_968,34,
pathways_1604,entrance_969,637,33,
pathways_1605,637,entrance_969,33,
pathways_1606,entrance_969,D21,53,
pathways_1607,D21,entrance_969,53,
pathways_1608,entrance_970,R21,43,
pathways_1609,R21,entrance_970,43,
pathways_1610,entrance_971,R21,43,
pathways_1611,R21,entrance_971,43,
pathways_1612,entrance_972,636,34,
pathways_1613,636,entrance_972,34,
pathways_1614,entrance_973,636,32,
pathways_1615,636,entrance_973,32,
pathways_1616,entrance_974,R21,35,
pathways_1617,R21,entrance_974,35,
pathways_1618,entrance_975,R21,37,
pathways_1619,R21,entrance_975,37,
pathways_1620,entrance_976,R21,35,
pathways_1621,R21,entrance_976,35,
pathways_1622,entrance_977,R21,36,
pathways_1623,R21,entrance_977,36,
pathways_1624,entrance_978,R21,38,
pathways_1625,R21,entrance_978,38,
pathways_1626,entrance_979,R21,39,
pathways_1627,R21,entrance_979,39,
pathways_1628,entrance_980,639,47,
pathways_1629,639,entrance_980,47,
pathways_1630,entrance_980,M20,36,
pathways_1631,M20,entrance_980,36,
pathways_1632,entrance_980,Q01,39,
pathways_1633,Q01,entrance_980,39,
pathways_1634,entrance_980,R23,66,
pathways_1635,R23,entrance_980,66,
pathways_1636,entrance_981,639,42,
pathways_1637,639,entrance_981,42,
pathways_1638,entrance_981,M20,35,
pathways_1639,M20,entrance_981,35,
pathways_1640,entrance_981,Q01,34,
pathways_1641,Q01,entrance_981,34,
pathways_1642,entrance_981,R23,62,
pathways_1643,R23,entrance_981,62,
pathways_1644,entrance_982,639,42,
pathways_1645,639,entrance_982,42,
pathways_1646,entrance_982,M20,37,
pathways_1647,M20,entrance_982,37,
pathways_1648,entrance_982,Q01,33,
pathways_1649,Q01,entrance_982,33,
pathways_1650,entrance_982,R23,61,
pathways_1651,R23,entrance_982,61,
pathways_1652,entrance_983,639,39,
pathways_1653,639,entrance_983,39,
pathways_1654,entrance_983,M20,35,
pathways_1655,M20,entrance_983,35,
pathways_1656,entrance_983,Q01,33,
pathways_1657,Q01,entrance_983,33,
pathways_1658,entrance_983,R23,61,
pathways_1659,R23,entrance_983,61,
pathways_1660,entrance_984,639,38,
pathways_1661,639,entrance_984,38,
pathways_1662,entrance_984,M20,37,
pathways_1663,M20,entrance_984,37,
pathways_1664,entrance_984,Q01,32,
pathways_1665,Q01,entrance_984,32,
pathways_1666,entrance_984,R23,60,
pathways_1667,R23,entrance_984,60,
pathways_1668,entrance_985,638,34,
pathways_1669,638,entrance_985,34,
pathways_1670,entrance_986,638,33,
pathways_1671,638,entrance_986,33,
pathways_1672,entrance_987,638,34,
pathways_1673,638,entrance_987,34,
pathways_1674,entrance_988,638,35,
pathways_1675,638,entrance_988,35,
pathways_1676,entrance_989,R22,33,
pathways_1677,R22,entrance_989,33,
pathways_1678,entrance_990,R22,32,
pathways_1679,R22,entrance_990,32,
pathways_1680,entrance_991,R22,33,
pathways_1681,R22,entrance_991,33,
pathways_1682,entrance_992,R22,32,
pathways_1683,R22,entrance_992,32,
pathways_1684,entrance_993,637,52,
pathways_1685,637,entrance_993,52,
pathways_1686,entrance_993,D21,39,
pathways_1687,D21,entrance_993,39,
pathways_1688,entrance_994,637,52,
pathways_1689,637,entrance_994,52,
pathways_1690,entrance_994,D21,37,
pathways_1691,D21,entrance_994,37,
pathways_1692,entrance_995,637,58,
pathways_1693,637,entrance_995,58,
pathways_1694,entrance_995,D21,35,
pathways_1695,D21,entrance_995,35,
pathways_1696,entrance_996,637,46,
pathways_1697,637,entrance_996,46,
pathways_1698,entrance_996,D21,37,
pathways_1699,D21,entrance_996,37,
pathways_1700,entrance_997,637,53,
pathways_1701,637,entrance_997,53,
pathways_1702,entrance_997,D21,35,
pathways_1703,D21,entrance_997,35,
pathways_1704,entrance_998,637,32,
pathways_1705,637,entrance_998,32,
pathways_1706,entrance_998,D21,51,
pathways_1707,D21,entrance_998,51,
pathways_1708,entrance_999,A32,47,
pathways_1709,A32,entrance_999,47,
pathways_1710,entrance_999,D20,47,
pathways_1711,D20,entrance_999,47,
pathways_1712,entrance_999,A32,47,
pathways_1713,A32,entrance_999,47,
pathways_1714,entrance_1000,A32,45,
pathways_1715,A32,entrance_1000,45,
pathways_1716,entrance_1000,D20,45,
pathways_1717,D20,entrance_1000,45,
pathways_1718,entrance_1000,A32,45,
pathways_1719,A32,entrance_1000,45,
pathways_1720,entrance_1001,A32,51,
pathways_1721,A32,entrance_1001,51,
pathways_1722,entrance_1001,D20,51,
pathways_1723,D20,entrance_1001,51,
pathways_1724,entrance_1001,A32,51,
pathways_1725,A32,entrance_1001,51,
pathways_1726,entrance_1017,721,41,
pathways_1727,721,entrance_1017,41,
pathways_1728,entrance_1018,721,36,
pathways_1729,721,entrance_1018,36,
pathways_1730,entrance_1019,721,43,
pathways_1731,721,entrance_1019,43,
pathways_1732,entrance_1021,721,39,
pathways_1733,721,entrance_1021,39,
pathways_1734,entrance_1023,721,34,
pathways_1735,721,entrance_1023,34,
pathways_1736,entrance_1024,721,36,
pathways_1737,721,entrance_1024,36,
pathways_1738,entrance_1037,137,32,
pathways_1739,137,entrance_1037,32,
pathways_1740,entrance_1038,137,32,
pathways_1741,137,entrance_1038,32,
pathways_1742,entrance_1039,137,35,
pathways_1743,137,entrance_1039,35,
pathways_1744,entrance_1040,137,32,
pathways_1745,137,entrance_1040,32,
pathways_1746,entrance_1041,137,33,
pathways_1747,137,entrance_1041,33,
pathways_1748,entrance_1042,228,33,
pathways_1749,228,entrance_1042,33,
pathways_1750,entrance_1042,A36,46,
pathways_1751,A36,entrance_1042,46,
pathways_1752,entrance_1042,E01,80,
pathways_1753,E01,entrance_1042,80,
pathways_1754,entrance_1043,228,72,
pathways_1755,228,entrance_1043,72,
pathways_1756,entrance_1043,A36,51,
pathways_1757,A36,entrance_1043,51,
pathways_1758,entrance_1043,E01,85,
pathways_1759,E01,entrance_1043,85,
pathways_1760,entrance_1044,228,66,
pathways_1761,228,entrance_1044,66,
pathways_1762,entrance_1044,A36,46,
pathways_1763,A36,entrance_1044,46,
pathways_1764,entrance_1044,E01,80,
pathways_1765,E01,entrance_1044,80,
pathways_1766,entrance_1045,228,71,
pathways_1767,228,entrance_1045,71,
pathways_1768,entrance_1045,A36,50,
pathways_1769,A36,entrance_1045,50,
pathways_1770,entrance_1045,E01,84,
pathways_1771,E01,entrance_1045,84,
pathways_1772,entrance_1046,136,37,
pathways_1773,136,entrance_1046,37,
pathways_1774,entrance_1047,136,32,
pathways_1775,136,entrance_1047,32,
pathways_1776,entrance_1048,136,41,
pathways_1777,136,entrance_1048,41,
pathways_1778,entrance_1049,136,36,
pathways_1779,136,entrance_1049,36,
pathways_1780,entrance_1050,136,42,
pathways_1781,136,entrance_1050,42,
pathways_1782,entrance_1051,135,35,
pathways_1783,135,entrance_1051,35,
pathways_1784,entrance_1052,135,33,
pathways_1785,135,entrance_1052,33,
pathways_1786,entrance_1053,135,35,
pathways_1787,135,entrance_1053,35,
pathways_1788,entrance_1054,135,37,
pathways_1789,135,entrance_1054,37,
pathways_1790,entrance_1055,134,38,
pathways_1791,134,entrance_1055,38,
pathways_1792,entrance_1056,134,36,
pathways_1793,134,entrance_1056,36,
pathways_1794,entrance_1057,135,54,
pathways_1795,135,entrance_1057,54,
pathways_1796,entrance_1058,134,37,
pathways_1797,134,entrance_1058,37,
pathways_1798,entrance_1059,134,39,
pathways_1799,134,entrance_1059,39,
pathways_1800,entrance_1060,A34,32,
pathways_1801,A34,entrance_1060,32,
pathways_1802,entrance_1061,134,39,
pathways_1803,134,entrance_1061,39,
pathways_1804,entrance_1062,134,35,
pathways_1805,134,entrance_1062,35,
pathways_1806,entrance_1063,134,35,
pathways_1807,134,entrance_1063,35,
pathways_1808,entrance_1064,A34,53,
pathways_1809,A34,entrance_1064,53,
pathways_1810,entrance_1065,134,39,
pathways_1811,134,entrance_1065,39,
pathways_1812,entrance_1066,A34,48,
pathways_1813,A34,entrance_1066,48,
pathways_1814,entrance_1067,A34,33,
pathways_1815,A34,entrance_1067,33,
pathways_1816,entrance_1069,228,54,
pathways_1817,228,entrance_1069,54,
pathways_1818,entrance_1069,A36,72,
pathways_1819,A36,entrance_1069,72,
pathways_1820,entrance_1069,E01,39,
pathways_1821,E01,entrance_1069,39,
pathways_1822,entrance_1070,228,45,
pathways_1823,228,entrance_1070,45,
pathways_1824,entrance_1070,A36,62,
pathways_1825,A36,entrance_1070,62,
pathways_1826,entrance_1070,E01,32,
pathways_1827,E01,entrance_1070,32,
pathways_1828,entrance_1071,228,40,
pathways_1829,228,entrance_1071,40,
pathways_1830,entrance_1071,A36,50,
pathways_1831,A36,entrance_1071,50,
pathways_1832,entrance_1071,E01,44,
pathways_1833,E01,entrance_1071,44,
pathways_1834,entrance_1072,228,40,
pathways_1835,228,entrance_1072,40,
pathways_1836,entrance_1072,A36,46,
pathways_1837,A36,entrance_1072,46,
pathways_1838,entrance_1072,E01,48,
pathways_1839,E01,entrance_1072,48,
pathways_1840,entrance_1073,228,35,
pathways_1841,228,entrance_1073,35,
pathways_1842,entrance_1073,A36,52,
pathways_1843,A36,entrance_1073,52,
pathways_1844,entrance_1073,E01,41,
pathways_1845,E01,entrance_1073,41,
pathways_1846,entrance_1074,228,44,
pathways_1847,228,entrance_1074,44,
pathways_1848,entrance_1074,A36,39,
pathways_1849,A36,entrance_1074,39,
pathways_1850,entrance_1074,E01,55,
pathways_1851,E01,entrance_1074,55,
pathways_1852,entrance_1075,228,36,
pathways_1853,228,entrance_1075,36,
pathways_1854,entrance_1075,A36,46,
pathways_1855,A36,entrance_1075,46,
pathways_1856,entrance_1075,E01,47,
pathways_1857,E01,entrance_1075,47,
pathways_1858,entrance_1076,228,48,
pathways_1859,228,entrance_1076,48,
pathways_1860,entrance_1076,A36,35,
pathways_1861,A36,entrance_1076,35,
pathways_1862,entrance_1076,E01,59,
pathways_1863,E01,entrance_1076,59,
pathways_1864,entrance_1077,228,55,
pathways_1865,228,entrance_1077,55,
pathways_1866,entrance_1077,A36,34,
pathways_1867,A36,entrance_1077,34,
pathways_1868,entrance_1077,E01,67,
pathways_1869,E01,entrance_1077,67,
pathways_1870,entrance_1078,228,60,
pathways_1871,228,entrance_1078,60,
pathways_1872,entrance_1078,A36,39,
pathways_1873,A36,entrance_1078,39,
pathways_1874,entrance_1078,E01,72,
pathways_1875,E01,entrance_1078,72,
pathways_1876,entrance_1079,228,53,
pathways_1877,228,entrance_1079,53,
pathways_1878,entrance_1079,A36,33,
pathways_1879,A36,entrance_1079,33,
pathways_1880,entrance_1079,E01,67,
pathways_1881,E01,entrance_1079,67,
pathways_1882,entrance_1080,228,40,
pathways_1883,228,entrance_1080,40,
pathways_1884,entrance_1080,A36,59,
pathways_1885,A36,entrance_1080,59,
pathways_1886,entrance_1080,E01,49,
pathways_1887,E01,entrance_1080,49,
pathways_1888,entrance_1081,228,44,
pathways_1889,228,entrance_1081,44,
pathways_1890,entrance_1081,A36,59,
pathways_1891,A36,entrance_1081,59,
pathways_1892,entrance_1081,E01,55,
pathways_1893,E01,entrance_1081,55,
pathways_1894,entrance_1082,R24,33,
pathways_1895,R24,entrance_1082,33,
pathways_1896,entrance_1083,R24,34,
pathways_1897,R24,entrance_1083,34,
pathways_1898,entrance_1084,R24,36,
pathways_1899,R24,entrance_1084,36,
pathways_1900,entrance_1085,640,43,
pathways_1901,640,entrance_1085,43,
pathways_1902,entrance_1085,M21,53,
pathways_1903,M21,entrance_1085,53,
pathways_1904,entrance_1086,640,39,
pathways_1905,640,entrance_1086,39,
pathways_1906,entrance_1086,M21,49,
pathways_1907,M21,entrance_1086,49,
pathways_1908,entrance_1087,640,46,
pathways_1909,640,entrance_1087,46,
pathways_1910,entrance_1087,M21,53,
pathways_1911,M21,entrance_1087,53,
pathways_1912,entrance_1088,640,36,
pathways_1913,640,entrance_1088,36,
pathways_1914,entrance_1088,M21,43,
pathways_1915,M21,entrance_1088,43,
pathways_1916,entrance_1089,640,46,
pathways_1917,640,entrance_1089,46,
pathways_1918,entrance_1089,M21,43,
pathways_1919,M21,entrance_1089,43,
pathways_1920,entrance_1090,640,47,
pathways_1921,640,entrance_1090,47,
pathways_1922,entrance_1090,M21,43,
pathways_1923,M21,entrance_1090,43,
pathways_1924,entrance_1091,640,57,
pathways_1925,640,entrance_1091,57,
pathways_1926,entrance_1091,M21,51,
pathways_1927,M21,entrance_1091,51,
pathways_1928,entrance_1096,G29,50,
pathways_1929,G29,entrance_1096,50,
pathways_1930,entrance_1096,L10,49,
pathways_1931,L10,entrance_1096,49,
pathways_1932,entrance_1097,G29,53,
pathways_1933,G29,entrance_1097,53,
pathways_1934,entrance_1097,L10,48,
pathways_1935,L10,entrance_1097,48,
pathways_1936,entrance_1098,G29,49,
pathways_1937,G29,entrance_1098,49,
pathways_1938,entrance_1098,L10,46,
pathways_1939,L10,entrance_1098,46,
pathways_1940,entrance_1099,G29,59,
pathways_1941,G29,entrance_1099,59,
pathways_1942,entrance_1099,L10,38,
pathways_1943,L10,entrance_1099,38,
pathways_1944,entrance_1100,G29,69,
pathways_1945,G29,entrance_1100,69,
pathways_1946,entrance_1100,L10,42,
pathways_1947,L10,entrance_1100,42,
pathways_1948,entrance_1101,G29,65,
pathways_1949,G29,entrance_1101,65,
pathways_1950,entrance_1101,L10,43,
pathways_1951,L10,entrance_1101,43,
pathways_1952,entrance_1107,229,49,
pathways_1953,229,entrance_1107,49,
pathways_1954,entrance_1107,418,53,
pathways_1955,418,entrance_1107,53,
pathways_1956,entrance_1107,A38,31,
pathways_1957,A38,entrance_1107,31,
pathways_1958,entrance_1107,M22,35,
pathways_1959,M22,entrance_1107,35,
pathways_1960,entrance_1108,229,66,
pathways_1961,229,entrance_1108,66,
pathways_1962,entrance_1108,418,35,
pathways_1963,418,entrance_1108,35,
pathways_1964,entrance_1108,A38,48,
pathways_1965,A38,entrance_1108,48,
pathways_1966,entrance_1108,M22,50,
pathways_1967,M22,entrance_1108,50,
pathways_1968,entrance_1109,229,69,
pathways_1969,229,entrance_1109,69,
pathways_1970,entrance_1109,418,33,
pathways_1971,418,entrance_1109,33,
pathways_1972,entrance_1109,A38,52,
pathways_1973,A38,entrance_1109,52,
pathways_1974,entrance_1109,M22,53,
pathways_1975,M22,entrance_1109,53,
pathways_1976,entrance_1110,R25,64,
pathways_1977,R25,entrance_1110,64,
pathways_1978,entrance_1111,229,50,
pathways_1979,229,entrance_1111,50,
pathways_1980,entrance_1111,418,54,
pathways_1981,418,entrance_1111,54,
pathways_1982,entrance_1111,A38,31,
pathways_1983,A38,entrance_1111,31,
pathways_1984,entrance_1111,M22,32,
pathways_1985,M22,entrance_1111,32,
pathways_1986,entrance_1112,229,55,
pathways_1987,229,entrance_1112,55,
pathways_1988,entrance_1112,418,48,
pathways_1989,418,entrance_1112,48,
pathways_1990,entrance_1112,A38,34,
pathways_1991,A38,entrance_1112,34,
pathways_1992,entrance_1112,M22,36,
pathways_1993,M22,entrance_1112,36,
pathways_1994,entrance_1113,229,56,
pathways_1995,229,entrance_1113,56,
pathways_1996,entrance_1113,418,49,
pathways_1997,418,entrance_1113,49,
pathways_1998,entrance_1113,A38,35,
pathways_1999,A38,entrance_1113,35,
pathways_2000,entrance_1113,M22,34,
pathways_2001,M22,entrance_1113,34,
pathways_2002,entrance_1115,R25,60,
pathways_2003,R25,entrance_1115,60,
pathways_2004,entrance_1116,229,74,
pathways_2005,229,entrance_1116,74,
pathways_2006,entrance_1116,418,33,
pathways_2007,418,entrance_1116,33,
pathways_2008,entrance_1116,A38,56,
pathways_2009,A38,entrance_1116,56,
pathways_2010,entrance_1116,M22,57,
pathways_2011,M22,entrance_1116,57,
pathways_2012,entrance_1117,229,65,
pathways_2013,229,entrance_1117,65,
pathways_2014,entrance_1117,418,41,
pathways_2015,418,entrance_1117,41,
pathways_2016,entrance_1117,A38,44,
pathways_2017,A38,entrance_1117,44,
pathways_2018,entrance_1117,M22,44,
pathways_2019,M22,entrance_1117,44,
pathways_2020,entrance_1118,229,73,
pathways_2021,229,entrance_1118,73,
pathways_2022,entrance_1118,418,34,
pathways_2023,418,entrance_1118,34,
pathways_2024,entrance_1118,A38,54,
pathways_2025,A38,entrance_1118,54,
pathways_2026,entrance_1118,M22,54,
pathways_2027,M22,entrance_1118,54,
pathways_2028,entrance_1119,229,65,
pathways_2029,229,entrance_1119,65,
pathways_2030,entrance_1119,418,44,
pathways_2031,418,entrance_1119,44,
pathways_2032,entrance_1119,A38,44,
pathways_2033,A38,entrance_1119,44,
pathways_2034,entrance_1119,M22,42,
pathways_2035,M22,entrance_1119,42,
pathways_2036,entrance_1120,R25,55,
pathways_2037,R25,entrance_1120,55,
pathways_2038,entrance_1121,229,75,
pathways_2039,229,entrance_1121,75,
pathways_2040,entrance_1121,418,41,
pathways_2041,418,entrance_1121,41,
pathways_2042,entrance_1121,A38,54,
pathways_2043,A38,entrance_1121,54,
pathways_2044,entrance_1121,M22,54,
pathways_2045,M22,entrance_1121,54,
pathways_2046,entrance_1122,229,77,
pathways_2047,229,entrance_1122,77,
pathways_2048,entrance_1122,418,44,
pathways_2049,418,entrance_1122,44,
pathways_2050,entrance_1122,A38,56,
pathways_2051,A38,entrance_1122,56,
pathways_2052,entrance_1122,M22,55,
pathways_2053,M22,entrance_1122,55,
pathways_2054,entrance_1123,R25,54,
pathways_2055,R25,entrance_1123,54,
pathways_2056,entrance_1124,229,79,
pathways_2057,229,entrance_1124,79,
pathways_2058,entrance_1124,418,45,
pathways_2059,418,entrance_1124,45,
pathways_2060,entrance_1124,A38,58,
pathways_2061,A38,entrance_1124,58,
pathways_2062,entrance_1124,M22,57,
pathways_2063,M22,entrance_1124,57,
pathways_2064,entrance_1125,R25,46,
pathways_2065,R25,entrance_1125,46,
pathways_2066,entrance_1126,418,58,
pathways_2067,418,entrance_1126,58,
pathways_2068,entrance_1126,A38,74,
pathways_2069,A38,entrance_1126,74,
pathways_2070,entrance_1126,M22,72,
pathways_2071,M22,entrance_1126,72,
pathways_2072,entrance_1127,418,60,
pathways_2073,418,entrance_1127,60,
pathways_2074,entrance_1127,A38,75,
pathways_2075,A38,entrance_1127,75,
pathways_2076,entrance_1127,M22,73,
pathways_2077,M22,entrance_1127,73,
pathways_2078,entrance_1127,229,73,
pathways_2079,229,entrance_1127,73,
pathways_2080,entrance_1128,640,57,
pathways_2081,640,entrance_1128,57,
pathways_2082,entrance_1128,M21,65,
pathways_2083,M21,entrance_1128,65,
pathways_2084,entrance_1129,640,56,
pathways_2085,640,entrance_1129,56,
pathways_2086,entrance_1129,M21,65,
pathways_2087,M21,entrance_1129,65,
pathways_2088,entrance_1161,419,36,
pathways_2089,419,entrance_1161,36,
pathways_2090,entrance_1162,419,33,
pathways_2091,419,entrance_1162,33,
pathways_2092,entrance_1163,419,37,
pathways_2093,419,entrance_1163,37,
pathways_2094,entrance_1164,419,31,
pathways_2095,419,entrance_1164,31,
pathways_2096,entrance_1165,418,91,
pathways_2097,418,entrance_1165,91,
pathways_2098,entrance_1166,419,31,
pathways_2099,419,entrance_1166,31,
pathways_2100,entrance_1167,419,31,
pathways_2101,419,entrance_1167,31,
pathways_2102,entrance_1168,M23,45,
pathways_2103,M23,entrance_1168,45,
pathways_2104,entrance_1169,M23,40,
pathways_2105,M23,entrance_1169,40,
pathways_2106,entrance_1170,M23,42,
pathways_2107,M23,entrance_1170,42,
pathways_2108,entrance_1171,M23,33,
pathways_2109,M23,entrance_1171,33,
pathways_2110,entrance_1172,M23,36,
pathways_2111,M23,entrance_1172,36,
pathways_2112,entrance_1173,M23,41,
pathways_2113,M23,entrance_1173,41,
pathways_2114,entrance_1174,M23,43,
pathways_2115,M23,entrance_1174,43,
pathways_2116,entrance_1175,M23,39,
pathways_2117,M23,entrance_1175,39,
pathways_2118,entrance_1176,M23,41,
pathways_2119,M23,entrance_1176,41,
pathways_2120,entrance_1177,M23,64,
pathways_2121,M23,entrance_1177,64,
pathways_2122,entrance_1178,230,41,
pathways_2123,230,entrance_1178,41,
pathways_2124,entrance_1179,230,38,
pathways_2125,230,entrance_1179,38,
pathways_2126,entrance_1180,230,41,
pathways_2127,230,entrance_1180,41,
pathways_2128,entrance_1181,230,38,
pathways_2129,230,entrance_1181,38,
pathways_2130,entrance_1182,230,32,
pathways_2131,230,entrance_1182,32,
pathways_2132,entrance_1183,230,33,
pathways_2133,230,entrance_1183,33,
pathways_2134,entrance_1184,230,43,
pathways_2135,230,entrance_1184,43,
pathways_2136,entrance_1185,229,53,
pathways_2137,229,entrance_1185,53,
pathways_2138,entrance_1185,418,53,
pathways_2139,418,entrance_1185,53,
pathways_2140,entrance_1185,A38,48,
pathways_2141,A38,entrance_1185,48,
pathways_2142,entrance_1185,M22,52,
pathways_2143,M22,entrance_1185,52,
pathways_2144,entrance_1186,229,52,
pathways_2145,229,entrance_1186,52,
pathways_2146,entrance_1186,418,52,
pathways_2147,418,entrance_1186,52,
pathways_2148,entrance_1186,A38,45,
pathways_2149,A38,entrance_1186,45,
pathways_2150,entrance_1186,M22,49,
pathways_2151,M22,entrance_1186,49,
pathways_2152,entrance_1187,229,46,
pathways_2153,229,entrance_1187,46,
pathways_2154,entrance_1187,418,76,
pathways_2155,418,entrance_1187,76,
pathways_2156,entrance_1187,A38,62,
pathways_2157,A38,entrance_1187,62,
pathways_2158,entrance_1187,M22,65,
pathways_2159,M22,entrance_1187,65,
pathways_2160,entrance_1188,229,37,
pathways_2161,229,entrance_1188,37,
pathways_2162,entrance_1188,418,72,
pathways_2163,418,entrance_1188,72,
pathways_2164,entrance_1188,A38,55,
pathways_2165,A38,entrance_1188,55,
pathways_2166,entrance_1188,M22,57,
pathways_2167,M22,entrance_1188,57,
pathways_2168,entrance_1189,229,34,
pathways_2169,229,entrance_1189,34,
pathways_2170,entrance_1189,418,72,
pathways_2171,418,entrance_1189,72,
pathways_2172,entrance_1189,A38,53,
pathways_2173,A38,entrance_1189,53,
pathways_2174,entrance_1189,M22,55,
pathways_2175,M22,entrance_1189,55,
pathways_2176,entrance_1190,229,33,
pathways_2177,229,entrance_1190,33,
pathways_2178,entrance_1190,418,69,
pathways_2179,418,entrance_1190,69,
pathways_2180,entrance_1190,A38,48,
pathways_2181,A38,entrance_1190,48,
pathways_2182,entrance_1190,M22,49,
pathways_2183,M22,entrance_1190,49,
pathways_2184,entrance_1191,229,32,
pathways_2185,229,entrance_1191,32,
pathways_2186,entrance_1191,418,72,
pathways_2187,418,entrance_1191,72,
pathways_2188,entrance_1191,A38,51,
pathways_2189,A38,entrance_1191,51,
pathways_2190,entrance_1191,M22,52,
pathways_2191,M22,entrance_1191,52,
pathways_2192,entrance_1198,M16,32,
pathways_2193,M16,entrance_1198,32,
pathways_2194,entrance_1200,M14,79,
pathways_2195,M14,entrance_1200,79,
pathways_2196,entrance_1201,M14,44,
pathways_2197,M14,entrance_1201,44,
pathways_2198,entrance_1202,M14,45,
pathways_2199,M14,entrance_1202,45,
pathways_2200,entrance_1203,M14,44,
pathways_2201,M14,entrance_1203,44,
pathways_2202,entrance_1204,G30,42,
pathways_2203,G30,entrance_1204,42,
pathways_2204,entrance_1205,G30,46,
pathways_2205,G30,entrance_1205,46,
pathways_2206,entrance_1206,G30,46,
pathways_2207,G30,entrance_1206,46,
pathways_2208,entrance_1207,G30,40,
pathways_2209,G30,entrance_1207,40,
pathways_2210,entrance_1237,420,36,
pathways_2211,420,entrance_1237,36,
pathways_2212,entrance_1238,420,35,
pathways_2213,420,entrance_1238,35,
pathways_2214,entrance_1242,139,53,
pathways_2215,139,entrance_1242,53,
pathways_2216,entrance_1243,139,31,
pathways_2217,139,entrance_1243,31,
pathways_2218,entrance_1244,139,43,
pathways_2219,139,entrance_1244,43,
pathways_2220,entrance_1245,139,42,
pathways_2221,139,entrance_1245,42,
pathways_2222,entrance_1246,R26,32,
pathways_2223,R26,entrance_1246,32,
pathways_2224,entrance_1247,R26,36,
pathways_2225,R26,entrance_1247,36,
pathways_2226,entrance_1248,R26,40,
pathways_2227,R26,entrance_1248,40,
pathways_2228,entrance_1249,R26,44,
pathways_2229,R26,entrance_1249,44,
pathways_2230,entrance_1250,R26,40,
pathways_2231,R26,entrance_1250,40,
pathways_2232,entrance_1251,R26,48,
pathways_2233,R26,entrance_1251,48,
pathways_2234,entrance_1252,R26,45,
pathways_2235,R26,entrance_1252,45,
pathways_2236,entrance_1253,R26,47,
pathways_2237,R26,entrance_1253,47,
pathways_2238,entrance_1255,R27,6837,
pathways_2239,R27,entrance_1255,6837,
pathways_2240,entrance_1257,R27,51,
pathways_2241,R27,entrance_1257,51,
pathways_2242,entrance_1258,R27,49,
pathways_2243,R27,entrance_1258,49,
pathways_2244,entrance_1259,R27,48,
pathways_2245,R27,entrance_1259,48,
pathways_2246,entrance_1273,R27,49,
pathways_2247,R27,entrance_1273,49,
pathways_2248,entrance_1274,R27,50,
pathways_2249,R27,entrance_1274,50,
pathways_2250,entrance_1275,R27,51,
pathways_2251,R27,entrance_1275,51,
pathways_2252,entrance_1276,420,44,
pathways_2253,420,entrance_1276,44,
pathways_2254,entrance_1278,M13,43,
pathways_2255,M13,entrance_1278,43,
pathways_2256,entrance_1279,L16,47,
pathways_2257,L16,entrance_1279,47,
pathways_2258,entrance_1280,M13,44,
pathways_2259,M13,entrance_1280,44,
pathways_2260,entrance_1282,L16,47,
pathways_2261,L16,entrance_1282,47,
pathways_2262,entrance_1284,420,36,
pathways_2263,420,entrance_1284,36,
pathways_2264,entrance_1287,231,32,
pathways_2265,231,entrance_1287,32,
pathways_2266,entrance_1288,231,34,
pathways_2267,231,entrance_1288,34,
pathways_2268,entrance_1293,A40,50,
pathways_2269,A40,entrance_1293,50,
