pathway_id,from_stop_id,to_stop_id,traversal_time,wheelchair_traversal_time
pathways_791,127,entrance_681,36,
pathways_792,entrance_681,725,31,
pathways_793,725,entrance_681,31,
pathways_794,entrance_681,902,50,
pathways_795,902,entrance_681,50,
pathways_796,entrance_681,A27,73,
pathways_797,A27,entrance_681,73,
pathways_798,entrance_681,R16,51,
pathways_799,R16,entrance_681,51,
pathways_800,entrance_682,D17,32,
pathways_801,D17,entrance_682,32,
pathways_802,entrance_682,R17,33,
pathways_803,R17,entrance_682,33,
pathways_804,entrance_683,D17,34,
pathways_805,D17,entrance_683,34,
pathways_806,entrance_683,R17,37,
pathways_807,R17,entrance_683,37,
pathways_808,entrance_684,127,31,
pathways_809,127,entrance_684,31,
pathways_810,entrance_684,725,35,
pathways_811,725,entrance_684,35,
pathways_812,entrance_684,902,50,
pathways_813,902,entrance_684,50,
pathways_814,entrance_684,A27,80,
pathways_815,A27,entrance_684,80,
pathways_816,entrance_684,R16,44,
pathways_817,R16,entrance_684,44,
pathways_818,entrance_685,D17,49,
pathways_819,D17,entrance_685,49,
pathways_820,entrance_685,R17,53,
pathways_821,R17,entrance_685,53,
pathways_822,entrance_686,127,45,
pathways_823,127,entrance_686,45,
pathways_824,entrance_686,725,42,
pathways_825,725,entrance_686,42,
pathways_826,entrance_686,902,43,
pathways_827,902,entrance_686,43,
pathways_828,entrance_686,A27,69,
pathways_829,A27,entrance_686,69,
pathways_830,entrance_686,R16,58,
pathways_831,R16,entrance_686,58,
pathways_832,entrance_687,127,33,
pathways_833,127,entrance_687,33,
pathways_834,entrance_687,725,36,
pathways_835,725,entrance_687,36,
pathways_836,entrance_687,902,47,
pathways_837,902,entrance_687,47,
pathways_838,entrance_687,A27,80,
pathways_839,A27,entrance_687,80,
pathways_840,entrance_687,R16,44,
pathways_841,R16,entrance_687,44,
pathways_842,entrance_688,D17,45,
pathways_843,D17,entrance_688,45,
pathways_844,entrance_688,R17,48,
pathways_845,R17,entrance_688,48,
pathways_846,entrance_689,127,49,
pathways_847,127,entrance_689,49,
pathways_848,entrance_689,725,47,
pathways_849,725,entrance_689,47,
pathways_850,entrance_689,902,42,
pathways_851,902,entrance_689,42,
pathways_852,entrance_689,A27,68,
pathways_853,A27,entrance_689,68,
pathways_854,entrance_689,R16,62,
pathways_855,R16,entrance_689,62,
pathways_856,entrance_690,127,45,
pathways_857,127,entrance_690,45,
pathways_858,entrance_690,725,50,
pathways_859,725,entrance_690,50,
pathways_860,entrance_690,902,61,
pathways_861,902,entrance_690,61,
pathways_862,entrance_690,A27,35,
pathways_863,A27,entrance_690,35,
pathways_864,entrance_690,R16,35,
pathways_865,R16,entrance_690,35,
pathways_866,entrance_691,127,49,
pathways_867,127,entrance_691,49,
pathways_868,entrance_691,725,53,
pathways_869,725,entrance_691,53,
pathways_870,entrance_691,902,64,
pathways_871,902,entrance_691,64,
pathways_872,entrance_691,A27,64,
pathways_873,A27,entrance_691,64,
pathways_874,entrance_691,R16,37,
pathways_875,R16,entrance_691,37,
pathways_876,entrance_692,D17,47,
pathways_877,D17,entrance_692,47,
pathways_878,entrance_692,R17,51,
pathways_879,R17,entrance_692,51,
pathways_880,entrance_693,902,93,
pathways_881,902,entrance_693,93,
pathways_882,entrance_693,A27,56,
pathways_883,A27,entrance_693,56,
pathways_884,entrance_697,D17,52,
pathways_885,D17,entrance_697,52,
pathways_886,entrance_697,R17,48,
pathways_887,R17,entrance_697,48,
pathways_888,entrance_698,725,90,
pathways_889,725,entrance_698,90,
pathways_890,entrance_698,902,87,
pathways_891,902,entrance_698,87,
pathways_892,entrance_698,A27,55,
pathways_893,A27,entrance_698,55,
pathways_894,entrance_699,D17,47,
pathways_895,D17,entrance_699,47,
pathways_896,entrance_699,R17,43,
pathways_897,R17,entrance_699,43,
pathways_898,entrance_702,D17,54,
pathways_899,D17,entrance_702,54,
pathways_900,entrance_702,R17,50,
pathways_901,R17,entrance_702,50,
pathways_902,entrance_703,D17,55,
pathways_903,D17,entrance_703,55,
pathways_904,entrance_703,R17,51,
pathways_905,R17,entrance_703,51,
pathways_906,entrance_704,D17,35,
pathways_907,D17,entrance_704,35,
pathways_908,entrance_704,R17,36,
pathways_909,R17,entrance_704,36,
pathways_910,entrance_705,D17,38,
pathways_911,D17,entrance_705,38,
pathways_912,entrance_705,R17,40,
pathways_913,R17,entrance_705,40,
pathways_914,entrance_706,127,43,
pathways_915,127,entrance_706,43,
pathways_916,entrance_706,725,46,
pathways_917,725,entrance_706,46,
pathways_918,entrance_706,902,64,
pathways_919,902,entrance_706,64,
pathways_920,entrance_706,A27,85,
pathways_921,A27,entrance_706,85,
pathways_922,entrance_706,R16,46,
pathways_923,R16,entrance_706,46,
pathways_924,entrance_707,D17,56,
pathways_925,D17,entrance_707,56,
pathways_926,entrance_707,R17,53,
pathways_927,R17,entrance_707,53,
pathways_928,entrance_714,G21,46,
pathways_929,G21,entrance_714,46,
pathways_930,entrance_715,718,46,
pathways_931,718,entrance_715,46,
pathways_932,entrance_715,R19,46,
pathways_933,R19,entrance_715,46,
pathways_934,entrance_716,G21,35,
pathways_935,G21,entrance_716,35,
pathways_936,entrance_717,G21,33,
pathways_937,G21,entrance_717,33,
pathways_938,entrance_718,718,69,
pathways_939,718,entrance_718,69,
pathways_940,entrance_718,R09,69,
pathways_941,R09,entrance_718,69,
pathways_942,entrance_718,718,69,
pathways_943,718,entrance_718,69,
pathways_944,entrance_719,G21,48,
pathways_945,G21,entrance_719,48,
pathways_946,entrance_720,G21,52,
pathways_947,G21,entrance_720,52,
pathways_948,entrance_721,718,35,
pathways_949,718,entrance_721,35,
pathways_950,entrance_721,R09,35,
pathways_951,R09,entrance_721,35,
pathways_952,entrance_721,718,35,
pathways_953,718,entrance_721,35,
pathways_954,entrance_722,718,38,
pathways_955,718,entrance_722,38,
pathways_956,entrance_722,R09,38,
pathways_957,R09,entrance_722,38,
pathways_958,entrance_722,718,38,
pathways_959,718,entrance_722,38,
pathways_960,entrance_723,G20,53,
pathways_961,G20,entrance_723,53,
pathways_962,entrance_724,G20,36,
pathways_963,G20,entrance_724,36,
pathways_964,entrance_725,R08,36,
pathways_965,R08,entrance_725,36,
pathways_966,entrance_726,R08,32,
pathways_967,R08,entrance_726,32,
pathways_968,entrance_730,128,77,
pathways_969,128,entrance_730,77,
pathways_970,entrance_730,A28,47,
pathways_971,A28,entrance_730,47,
pathways_972,entrance_731,128,76,
pathways_973,128,entrance_731,76,
pathways_974,entrance_731,A28,47,
pathways_975,A28,entrance_731,47,
pathways_976,entrance_732,128,76,
pathways_977,128,entrance_732,76,
pathways_978,entrance_732,A28,45,
pathways_979,A28,entrance_732,45,
pathways_980,entrance_733,129,41,
pathways_981,129,entrance_733,41,
pathways_982,entrance_734,128,70,
pathways_983,128,entrance_734,70,
pathways_984,entrance_734,A28,50,
pathways_985,A28,entrance_734,50,
pathways_986,entrance_735,128,79,
pathways_987,128,entrance_735,79,
pathways_988,entrance_735,A28,34,
pathways_989,A28,entrance_735,34,
pathways_990,entrance_736,128,83,
pathways_991,128,entrance_736,83,
pathways_992,entrance_736,A28,35,
pathways_993,A28,entrance_736,35,
pathways_994,entrance_737,129,33,
pathways_995,129,entrance_737,33,
pathways_996,entrance_738,129,42,
pathways_997,129,entrance_738,42,
pathways_998,entrance_739,128,68,
pathways_999,128,entrance_739,68,
pathways_1000,entrance_739,A28,46,
pathways_1001,A28,entrance_739,46,
pathways_1002,entrance_741,128,74,
pathways_1003,128,entrance_741,74,
pathways_1004,entrance_741,A28,34,
pathways_1005,A28,entrance_741,34,
pathways_1006,entrance_742,128,90,
pathways_1007,128,entrance_742,90,
pathways_1008,entrance_742,A28,45,
pathways_1009,A28,entrance_742,45,
pathways_1010,entrance_743,128,87,
pathways_1011,128,entrance_743,87,
pathways_1012,entrance_743,A28,42,
pathways_1013,A28,entrance_743,42,
pathways_1014,entrance_744,128,90,
pathways_1015,128,entrance_744,90,
pathways_1016,entrance_744,A28,45,
pathways_1017,A28,entrance_744,45,
pathways_1018,entrance_745,D18,35,
pathways_1019,D18,entrance_745,35,
pathways_1020,entrance_748,128,74,
pathways_1021,128,entrance_748,74,
pathways_1022,entrance_748,A28,33,
pathways_1023,A28,entrance_748,33,
pathways_1024,entrance_749,D18,36,
pathways_1025,D18,entrance_749,36,
pathways_1026,entrance_750,D18,33,
pathways_1027,D18,entrance_750,33,
pathways_1028,entrance_751,D18,34,
pathways_1029,D18,entrance_751,34,
pathways_1030,entrance_752,128,81,
pathways_1031,128,entrance_752,81,
pathways_1032,entrance_752,A28,41,
pathways_1033,A28,entrance_752,41,
pathways_1034,entrance_753,128,82,
pathways_1035,128,entrance_753,82,
pathways_1036,entrance_753,A28,43,
pathways_1037,A28,entrance_753,43,
pathways_1038,entrance_754,D18,33,
pathways_1039,D18,entrance_754,33,
pathways_1040,entrance_755,128,82,
pathways_1041,128,entrance_755,82,
pathways_1042,entrance_755,A28,43,
pathways_1043,A28,entrance_755,43,
pathways_1044,entrance_756,D18,33,
pathways_1045,D18,entrance_756,33,
pathways_1046,entrance_757,D18,35,
pathways_1047,D18,entrance_757,35,
pathways_1048,entrance_758,D18,35,
pathways_1049,D18,entrance_758,35,
pathways_1050,entrance_759,720,40,
pathways_1051,720,entrance_759,40,
pathways_1052,entrance_760,720,39,
pathways_1053,720,entrance_760,39,
pathways_1054,entrance_761,720,37,
pathways_1055,720,entrance_761,37,
pathways_1056,entrance_762,G24,48,
pathways_1057,G24,entrance_762,48,
pathways_1058,entrance_763,G24,44,
pathways_1059,G24,entrance_763,44,
pathways_1060,entrance_764,G24,49,
pathways_1061,G24,entrance_764,49,
pathways_1062,entrance_765,719,47,
pathways_1063,719,entrance_765,47,
pathways_1064,entrance_766,F09,36,
pathways_1065,F09,entrance_766,36,
pathways_1066,entrance_766,G22,36,
pathways_1067,G22,entrance_766,36,
pathways_1068,entrance_768,719,45,
pathways_1069,719,entrance_768,45,
pathways_1070,entrance_770,719,45,
pathways_1071,719,entrance_770,45,
pathways_1072,entrance_772,F09,57,
pathways_1073,F09,entrance_772,57,
pathways_1074,entrance_772,G22,46,
pathways_1075,G22,entrance_772,46,
pathways_1076,entrance_773,F09,47,
pathways_1077,F09,entrance_773,47,
pathways_1078,entrance_773,G22,55,
pathways_1079,G22,entrance_773,55,
pathways_1080,entrance_774,F09,45,
pathways_1081,F09,entrance_774,45,
pathways_1082,entrance_774,G22,81,
pathways_1083,G22,entrance_774,81,
pathways_1084,entrance_775,F09,46,
pathways_1085,F09,entrance_775,46,
pathways_1086,entrance_775,G22,83,
pathways_1087,G22,entrance_775,83,
pathways_1088,entrance_781,710,43,
pathways_1089,710,entrance_781,43,
pathways_1090,entrance_781,G14,45,
pathways_1091,G14,entrance_781,45,
pathways_1092,entrance_782,710,42,
pathways_1093,710,entrance_782,42,
pathways_1094,entrance_782,G14,45,
pathways_1095,G14,entrance_782,45,
pathways_1096,entrance_783,710,34,
pathways_1097,710,entrance_783,34,
pathways_1098,entrance_783,G14,32,
pathways_1099,G14,entrance_783,32,
pathways_1100,entrance_784,710,33,
pathways_1101,710,entrance_784,33,
pathways_1102,entrance_784,G14,37,
pathways_1103,G14,entrance_784,37,
pathways_1104,entrance_785,710,39,
pathways_1105,710,entrance_785,39,
pathways_1106,entrance_785,G14,37,
pathways_1107,G14,entrance_785,37,
pathways_1108,entrance_786,710,38,
pathways_1109,710,entrance_786,38,
pathways_1110,entrance_786,G14,38,
pathways_1111,G14,entrance_786,38,
pathways_1112,entrance_787,710,46,
pathways_1113,710,entrance_787,46,
pathways_1114,entrance_787,G14,44,
pathways_1115,G14,entrance_787,44,
pathways_1116,entrance_788,710,52,
pathways_1117,710,entrance_788,52,
pathways_1118,entrance_788,G14,49,
pathways_1119,G14,entrance_788,49,
pathways_1120,entrance_797,131,32,
pathways_1121,131,entrance_797,32,
pathways_1122,entrance_798,131,33,
pathways_1123,131,entrance_798,33,
pathways_1124,entrance_799,131,33,
pathways_1125,131,entrance_799,33,
pathways_1126,entrance_800,131,34,
pathways_1127,131,entrance_800,34,
pathways_1128,entrance_801,131,34,
pathways_1129,131,entrance_801,34,
pathways_1130,entrance_802,131,45,
pathways_1131,131,entrance_802,45,
pathways_1132,entrance_803,130,33,
pathways_1133,130,entrance_803,33,
pathways_1134,entrance_804,130,33,
pathways_1135,130,entrance_804,33,
pathways_1136,entrance_805,130,33,
pathways_1137,130,entrance_805,33,
pathways_1138,entrance_806,130,35,
pathways_1139,130,entrance_806,35,
pathways_1140,entrance_807,A30,46,
pathways_1141,A30,entrance_807,46,
pathways_1142,entrance_808,A30,45,
pathways_1143,A30,entrance_808,45,
pathways_1144,entrance_809,A30,41,
pathways_1145,A30,entrance_809,41,
pathways_1146,entrance_810,A30,40,
pathways_1147,A30,entrance_810,40,
pathways_1148,entrance_811,A30,32,
pathways_1149,A30,entrance_811,32,
pathways_1150,entrance_812,A30,34,
pathways_1151,A30,entrance_812,34,
pathways_1152,entrance_813,A30,43,
pathways_1153,A30,entrance_813,43,
pathways_1154,entrance_814,A30,46,
pathways_1155,A30,entrance_814,46,
pathways_1156,entrance_815,A30,45,
pathways_1157,A30,entrance_815,45,
pathways_1158,entrance_816,A30,44,
pathways_1159,A30,entrance_816,44,
pathways_1160,entrance_817,A30,47,
pathways_1161,A30,entrance_817,47,
pathways_1162,entrance_818,634,37,
pathways_1163,634,entrance_818,37,
pathways_1164,entrance_819,634,39,
pathways_1165,634,entrance_819,39,
pathways_1166,entrance_820,634,36,
pathways_1167,634,entrance_820,36,
pathways_1168,entrance_821,634,34,
pathways_1169,634,entrance_821,34,
pathways_1170,entrance_822,634,35,
pathways_1171,634,entrance_822,35,
pathways_1172,entrance_823,634,35,
pathways_1173,634,entrance_823,35,
pathways_1174,entrance_824,634,36,
pathways_1175,634,entrance_824,36,
pathways_1176,entrance_825,634,39,
pathways_1177,634,entrance_825,39,
pathways_1178,entrance_826,634,41,
pathways_1179,634,entrance_826,41,
pathways_1180,entrance_827,R19,42,
pathways_1181,R19,entrance_827,42,
pathways_1182,entrance_828,R19,41,
pathways_1183,R19,entrance_828,41,
pathways_1184,entrance_829,R19,35,
pathways_1185,R19,entrance_829,35,
pathways_1186,entrance_830,R19,35,
pathways_1187,R19,entrance_830,35,
pathways_1188,entrance_831,R19,34,
pathways_1189,R19,entrance_831,34,
pathways_1190,entrance_832,R19,35,
pathways_1191,R19,entrance_832,35,
pathways_1192,entrance_833,R19,36,
pathways_1193,R19,entrance_833,36,
pathways_1194,entrance_834,R19,43,
pathways_1195,R19,entrance_834,43,
pathways_1196,entrance_835,132,77,
pathways_1197,132,entrance_835,77,
pathways_1198,entrance_835,D19,51,
pathways_1199,D19,entrance_835,51,
pathways_1200,entrance_835,L02,34,
pathways_1201,L02,entrance_835,34,
pathways_1202,entrance_836,132,42,
pathways_1203,132,entrance_836,42,
pathways_1204,entrance_836,D19,86,
pathways_1205,D19,entrance_836,86,
pathways_1206,entrance_836,L02,75,
pathways_1207,L02,entrance_836,75,
pathways_1208,entrance_837,132,75,
pathways_1209,132,entrance_837,75,
pathways_1210,entrance_837,D19,51,
pathways_1211,D19,entrance_837,51,
pathways_1212,entrance_837,L02,32,
pathways_1213,L02,entrance_837,32,
pathways_1214,entrance_838,132,78,
pathways_1215,132,entrance_838,78,
pathways_1216,entrance_838,D19,48,
pathways_1217,D19,entrance_838,48,
pathways_1218,entrance_838,L02,34,
pathways_1219,L02,entrance_838,34,
pathways_1220,entrance_839,132,77,
pathways_1221,132,entrance_839,77,
pathways_1222,entrance_839,D19,48,
pathways_1223,D19,entrance_839,48,
pathways_1224,entrance_839,L02,33,
pathways_1225,L02,entrance_839,33,
pathways_1226,entrance_840,132,69,
pathways_1227,132,entrance_840,69,
pathways_1228,entrance_840,D19,50,
pathways_1229,D19,entrance_840,50,
pathways_1230,entrance_840,L02,34,
pathways_1231,L02,entrance_840,34,
pathways_1232,entrance_841,132,68,
pathways_1233,132,entrance_841,68,
pathways_1234,entrance_841,D19,50,
pathways_1235,D19,entrance_841,50,
pathways_1236,entrance_841,L02,36,
pathways_1237,L02,entrance_841,36,
pathways_1238,entrance_842,132,70,
pathways_1239,132,entrance_842,70,
pathways_1240,entrance_842,D19,47,
pathways_1241,D19,entrance_842,47,
pathways_1242,entrance_842,L02,34,
pathways_1243,L02,entrance_842,34,
pathways_1244,entrance_843,132,68,
pathways_1245,132,entrance_843,68,
pathways_1246,entrance_843,D19,47,
pathways_1247,D19,entrance_843,47,
pathways_1248,entrance_843,L02,36,
pathways_1249,L02,entrance_843,36,
pathways_1250,entrance_844,132,33,
pathways_1251,132,entrance_844,33,
pathways_1252,entrance_844,D19,77,
pathways_1253,D19,entrance_844,77,
pathways_1254,entrance_844,L02,71,
pathways_1255,L02,entrance_844,71,
pathways_1256,entrance_845,132,34,
pathways_1257,132,entrance_845,34,
pathways_1258,entrance_845,D19,82,
pathways_1259,D19,entrance_845,82,
pathways_1260,entrance_845,L02,77,
pathways_1261,L02,entrance_845,77,
pathways_1262,entrance_846,132,42,
pathways_1263,132,entrance_846,42,
pathways_1264,entrance_846,D19,73,
pathways_1265,D19,entrance_846,73,
pathways_1266,entrance_846,L02,72,
pathways_1267,L02,entrance_846,72,
pathways_1268,entrance_847,132,43,
pathways_1269,132,entrance_847,43,
pathways_1270,entrance_847,D19,77,
pathways_1271,D19,entrance_847,77,
pathways_1272,entrance_847,L02,76,
pathways_1273,L02,entrance_847,76,
pathways_1274,entrance_848,132,88,
pathways_1275,132,entrance_848,88,
pathways_1276,entrance_848,D19,38,
pathways_1277,D19,entrance_848,38,
pathways_1278,entrance_848,L02,57,
pathways_1279,L02,entrance_848,57,
pathways_1280,entrance_849,132,48,
pathways_1281,132,entrance_849,48,
pathways_1282,entrance_849,D19,71,
pathways_1283,D19,entrance_849,71,
pathways_1284,entrance_849,L02,71,
pathways_1285,L02,entrance_849,71,
pathways_1286,entrance_850,132,89,
pathways_1287,132,entrance_850,89,
pathways_1288,entrance_850,D19,41,
pathways_1289,D19,entrance_850,41,
pathways_1290,entrance_850,L02,60,
pathways_1291,L02,entrance_850,60,
pathways_1292,entrance_851,132,84,
pathways_1293,132,entrance_851,84,
pathways_1294,entrance_851,D19,40,
pathways_1295,D19,entrance_851,40,
pathways_1296,entrance_851,L02,59,
pathways_1297,L02,entrance_851,59,
pathways_1298,entrance_852,132,50,
pathways_1299,132,entrance_852,50,
pathways_1300,entrance_852,D19,75,
pathways_1301,D19,entrance_852,75,
pathways_1302,entrance_852,L02,77,
pathways_1303,L02,entrance_852,77,
pathways_1304,entrance_853,132,86,
pathways_1305,132,entrance_853,86,
pathways_1306,entrance_853,D19,42,
pathways_1307,D19,entrance_853,42,
pathways_1308,entrance_853,L02,61,
pathways_1309,L02,entrance_853,61,
pathways_1310,entrance_870,L05,37,
pathways_1311,L05,entrance_870,37,
pathways_1312,entrance_871,L05,38,
pathways_1313,L05,entrance_871,38,
pathways_1314,entrance_872,L05,43,
pathways_1315,L05,entrance_872,43,
pathways_1316,entrance_873,L05,43,
pathways_1317,L05,entrance_873,43,
pathways_1318,entrance_874,635,40,
pathways_1319,635,entrance_874,40,
pathways_1320,entrance_874,L03,48,
pathways_1321,L03,entrance_874,48,
pathways_1322,entrance_874,R20,62,
pathways_1323,R20,entrance_874,62,
pathways_1324,entrance_875,635,38,
pathways_1325,635,entrance_875,38,
pathways_1326,entrance_875,R20,61,
pathways_1327,R20,entrance_875,61,
pathways_1328,entrance_875,L03,61,
pathways_1329,L03,entrance_875,61,
pathways_1330,entrance_876,635,40,
pathways_1331,635,entrance_876,40,
pathways_1332,entrance_876,L03,49,
pathways_1333,L03,entrance_876,49,
pathways_1334,entrance_876,R20,61,
pathways_1335,R20,entrance_876,61,
pathways_1336,entrance_877,635,34,
pathways_1337,635,entrance_877,34,
pathways_1338,entrance_877,L03,38,
pathways_1339,L03,entrance_877,38,
pathways_1340,entrance_877,R20,55,
pathways_1341,R20,entrance_877,55,
pathways_1342,entrance_878,635,35,
pathways_1343,635,entrance_878,35,
pathways_1344,entrance_878,L03,37,
pathways_1345,L03,entrance_878,37,
pathways_1346,entrance_878,R20,54,
pathways_1347,R20,entrance_878,54,
pathways_1348,entrance_879,635,43,
pathways_1349,635,entrance_879,43,
pathways_1350,entrance_879,L03,33,
pathways_1351,L03,entrance_879,33,
pathways_1352,entrance_879,R20,49,
pathways_1353,R20,entrance_879,49,
pathways_1354,entrance_880,635,47,
pathways_1355,635,entrance_880,47,
pathways_1356,entrance_880,L03,37,
pathways_1357,L03,entrance_880,37,
pathways_1358,entrance_880,R20,48,
pathways_1359,R20,entrance_880,48,
pathways_1360,entrance_881,635,40,
pathways_1361,635,entrance_881,40,
pathways_1362,entrance_881,L03,43,
pathways_1363,L03,entrance_881,43,
pathways_1364,entrance_881,R20,44,
pathways_1365,R20,entrance_881,44,
pathways_1366,entrance_882,635,49,
pathways_1367,635,entrance_882,49,
pathways_1368,entrance_882,L03,42,
pathways_1369,L03,entrance_882,42,
pathways_1370,entrance_882,R20,40,
pathways_1371,R20,entrance_882,40,
pathways_1372,entrance_883,635,44,
pathways_1373,635,entrance_883,44,
pathways_1374,entrance_883,L03,42,
pathways_1375,L03,entrance_883,42,
pathways_1376,entrance_883,R20,38,
pathways_1377,R20,entrance_883,38,
pathways_1378,entrance_884,635,64,
pathways_1379,635,entrance_884,64,
pathways_1380,entrance_884,L03,61,
pathways_1381,L03,entrance_884,61,
pathways_1382,entrance_884,R20,42,
pathways_1383,R20,entrance_884,42,
pathways_1384,entrance_885,635,67,
pathways_1385,635,entrance_885,67,
pathways_1386,entrance_885,L03,65,
pathways_1387,L03,entrance_885,65,
pathways_1388,entrance_885,R20,46,
pathways_1389,R20,entrance_885,46,
pathways_1390,entrance_886,L06,43,
pathways_1391,L06,entrance_886,43,
pathways_1392,entrance_887,L06,42,
pathways_1393,L06,entrance_887,42,
pathways_1394,entrance_888,L06,41,
pathways_1395,L06,entrance_888,41,
pathways_1396,entrance_889,L06,42,
pathways_1397,L06,entrance_889,42,
pathways_1398,entrance_890,632,39,
pathways_1399,632,entrance_890,39,
pathways_1400,entrance_891,632,38,
pathways_1401,632,entrance_891,38,
pathways_1402,entrance_892,632,39,
pathways_1403,632,entrance_892,39,
pathways_1404,entrance_893,632,38,
pathways_1405,632,entrance_893,38,
pathways_1406,entrance_920,A33,44,
pathways_1407,A33,entrance_920,44,
pathways_1408,entrance_921,A33,33,
pathways_1409,A33,entrance_921,33,
pathways_1410,entrance_922,A33,42,
pathways_1411,A33,entrance_922,42,
pathways_1412,entrance_923,133,34,
pathways_1413,133,entrance_923,34,
pathways_1414,entrance_924,133,35,
pathways_1415,133,entrance_924,35,
pathways_1416,entrance_925,133,32,
pathways_1417,133,entrance_925,32,
pathways_1418,entrance_926,133,35,
pathways_1419,133,entrance_926,35,
pathways_1420,entrance_927,A31,56,
pathways_1421,A31,entrance_927,56,
pathways_1422,entrance_927,L01,33,
pathways_1423,L01,entrance_927,33,
pathways_1424,entrance_928,133,31,
pathways_1425,133,entrance_928,31,
pathways_1426,entrance_929,A31,52,
pathways_1427,A31,entrance_929,52,
pathways_1428,entrance_929,L01,34,
pathways_1429,L01,entrance_929,34,
pathways_1430,entrance_930,A31,58,
pathways_1431,A31,entrance_930,58,
pathways_1432,entrance_930,L01,34,
pathways_1433,L01,entrance_930,34,
pathways_1434,entrance_931,A31,53,
pathways_1435,A31,entrance_931,53,
pathways_1436,entrance_931,L01,33,
pathways_1437,L01,entrance_931,33,
pathways_1438,entrance_932,A31,38,
pathways_1439,A31,entrance_932,38,
pathways_1440,entrance_932,L01,47,
pathways_1441,L01,entrance_932,47,
pathways_1442,entrance_933,639,57,
pathways_1443,639,entrance_933,57,
pathways_1444,entrance_933,M20,69,
pathways_1445,M20,entrance_933,69,
pathways_1446,entrance_933,Q01,60,
pathways_1447,Q01,entrance_933,60,
pathways_1448,entrance_933,R23,35,
pathways_1449,R23,entrance_933,35,
pathways_1450,entrance_934,639,57,
pathways_1451,639,entrance_934,57,
pathways_1452,entrance_934,M20,68,
pathways_1453,M20,entrance_934,68,
pathways_1454,entrance_934,Q01,59,
pathways_1455,Q01,entrance_934,59,
pathways_1456,entrance_934,R23,34,
pathways_1457,R23,entrance_934,34,
pathways_1458,entrance_935,639,58,
pathways_1459,639,entrance_935,58,
pathways_1460,entrance_935,M20,71,
pathways_1461,M20,entrance_935,71,
pathways_1462,entrance_935,Q01,62,
pathways_1463,Q01,entrance_935,62,
pathways_1464,entrance_935,R23,34,
pathways_1465,R23,entrance_935,34,
pathways_1466,entrance_936,639,57,
pathways_1467,639,entrance_936,57,
pathways_1468,entrance_936,M20,69,
pathways_1469,M20,entrance_936,69,
pathways_1470,entrance_936,Q01,60,
pathways_1471,Q01,entrance_936,60,
pathways_1472,entrance_936,R23,32,
pathways_1473,R23,entrance_936,32,
pathways_1474,entrance_937,A31,33,
pathways_1475,A31,entrance_937,33,
pathways_1476,entrance_937,L01,54,
pathways_1477,L01,entrance_937,54,
pathways_1478,entrance_938,639,52,
pathways_1479,639,entrance_938,52,
pathways_1480,entrance_938,M20,64,
pathways_1481,M20,entrance_938,64,
pathways_1482,entrance_938,Q01,54,
pathways_1483,Q01,entrance_938,54,
pathways_1484,entrance_938,R23,35,
pathways_1485,R23,entrance_938,35,
pathways_1486,entrance_939,639,51,
pathways_1487,639,entrance_939,51,
pathways_1488,entrance_939,M20,62,
pathways_1489,M20,entrance_939,62,
pathways_1490,entrance_939,Q01,53,
pathways_1491,Q01,entrance_939,53,
pathways_1492,entrance_939,R23,36,
pathways_1493,R23,entrance_939,36,
pathways_1494,entrance_940,A31,39,
pathways_1495,A31,entrance_940,39,
pathways_1496,entrance_940,L01,46,
pathways_1497,L01,entrance_940,46,
pathways_1498,entrance_941,A31,37,
pathways_1499,A31,entrance_941,37,
pathways_1500,entrance_941,L01,61,
pathways_1501,L01,entrance_941,61,
pathways_1502,entrance_942,639,52,
pathways_1503,639,entrance_942,52,
pathways_1504,entrance_942,M20,65,
pathways_1505,M20,entrance_942,65,
pathways_1506,entrance_942,Q01,56,
pathways_1507,Q01,entrance_942,56,
pathways_1508,entrance_942,R23,31,
pathways_1509,R23,entrance_942,31,
pathways_1510,entrance_943,A32,57,
pathways_1511,A32,entrance_943,57,
pathways_1512,entrance_943,D20,57,
pathways_1513,D20,entrance_943,57,
pathways_1514,entrance_943,A32,57,
pathways_1515,A32,entrance_943,57,
pathways_1516,entrance_944,A31,33,
pathways_1517,A31,entrance_944,33,
pathways_1518,entrance_944,L01,57,
pathways_1519,L01,entrance_944,57,
pathways_1520,entrance_945,A31,35,
pathways_1521,A31,entrance_945,35,
pathways_1522,entrance_945,L01,60,
pathways_1523,L01,entrance_945,60,
pathways_1524,entrance_946,A32,55,
pathways_1525,A32,entrance_946,55,
pathways_1526,entrance_946,D20,55,
pathways_1527,D20,entrance_946,55,
pathways_1528,entrance_946,A32,55,
pathways_1529,A32,entrance_946,55,
pathways_1530,entrance_947,639,40,
pathways_1531,639,entrance_947,40,
pathways_1532,entrance_947,M20,44,
pathways_1533,M20,entrance_947,44,
pathways_1534,entrance_947,Q01,35,
pathways_1535,Q01,entrance_947,35,
pathways_1536,entrance_947,R23,53,
pathways_1537,R23,entrance_947,53,
pathways_1538,entrance_948,132,41,
pathways_1539,132,entrance_948,41,
pathways_1540,entrance_948,D19,90,
pathways_1541,D19,entrance_948,90,
pathways_1542,entrance_948,L02,81,
pathways_1543,L02,entrance_948,81,
pathways_1544,entrance_949,639,36,
pathways_1545,639,entrance_949,36,
pathways_1546,entrance_949,M20,44,
pathways_1547,M20,entrance_949,44,
pathways_1548,entrance_949,Q01,35,
pathways_1549,Q01,entrance_949,35,
